ID,Vendor,Text
201,Facebook Terms of Service,self serve ad term these term apply when you use self serve advertising interface to create submit or deliver advertising or other commercial or sponsored activity or content
202,Facebook Terms of Service,page group and event policy these guideline apply if you create or administer facebook page group or event or if you use facebook to communicate or administer promotion
203,Facebook Terms of Service,facebook platform policy these guideline outline the policy that apply to your use of our platform for example for developer or operator of platform application or website or if you use social plugins
204,Facebook Terms of Service,developer payment term these term apply to developer of application that use facebook payment
205,Facebook Terms of Service,community payment term these term apply to payment made on or through facebook
206,Facebook Terms of Service,commerce policy these guideline outline the policy that apply when you offer product and service for sale on facebook
207,Facebook Terms of Service,facebook brand resource these guideline outline the policy that apply to use of facebook trademark logo and screenshots
208,Facebook Terms of Service,music guideline these guideline outline the policy that apply if you post or share content containing music on facebook
209,Facebook Terms of Service,live policy these policy apply to all content broadcast to facebook through facebook live
211,Facebook Terms of Service,date of last revision october 22 2020
