ID,Vendor,Text
37,Discordapp Terms,international order you will be solely responsible for any license fee custom duty and other tax and fee related to the export of the product from the united state
38,Discordapp Terms,manufacturer eulas and other term you may be required to accept an end user license agreement eula or other term provided by the manufacturer prior to use of the product you ordered eula or other term may accompany the product you ordered
39,Discordapp Terms,nitro subscription recurring billing by purchasing nitro subscription you authorize u to charge your payment method on recurring g monthly or yearly basis for the applicable nitro subscription charge any and all tax or possible transaction fee and any other charge incurred in connection with your use of the nitro subscription service your payment to discord will automatically renew at the end of your applicable subscription period unless you cancel your subscription before the end of the current subscription period
40,Discordapp Terms,price change discord may change the price for nitro subscription from time to time and will communicate any price change to you in advance and if applicable how to accept those change price change for nitro subscription will take effect at the start of the next subscription period following the date of the price change a permitted by local law you accept the new price by continuing to use nitro after the price change take effect if you do not agree with the price change you have the right to reject the change by unsubscribing from nitro prior to the price change going into effect we don want to charge you for something you don want though so if you cancel within 14 day of any price increase we ll provide you refund
41,Discordapp Terms,cancellation you may cancel your nitro subscription at any time and you will continue to have access to nitro through the end of the current subscription period if you cancel your subscription before the end of the current subscription period we will not refund any subscription fee already paid to u at our sole discretion however we may provide refund discount or other consideration to some or all of our member credit the provision of credit in one instance doe not entitle you to credit in the future for similar instance nor doe it obligate u to provide credit in the future under any circumstance to cancel go to the user setting screen in the discord desktop or mobile app and follow the instruction for cancellation
42,Discordapp Terms,dispute resolution this section and the next section only applies to you if you are united state resident
43,Discordapp Terms,please read this section carefully it may significantly affect your legal right including your right to file lawsuit in court
44,Discordapp Terms,you and discord agree that these term affect interstate commerce and that the federal arbitration act governs the interpretation and enforcement of these arbitration provision
45,Discordapp Terms,most dispute can be resolved without resorting to arbitration in the event of dispute you agree to provide u notice of the dispute this notice must provide brief written description of the dispute the relief requested and the contact information of the party giving it you must send any such notice to discord by email to dispute discord com and by s mail to discord inc 444 de haro street 200 san francisco ca 94107
46,Discordapp Terms,the party agree to use their best effort to settle any dispute claim question or disagreement directly through consultation with one another and good faith negotiation shall be condition to either party initiating lawsuit or arbitration
47,Discordapp Terms,notwithstanding the foregoing dispute concerning patent copyright moral right trademark and trade secret and claim of piracy or unauthorized use of the site shall not be subject to arbitration and the notice and good faith negotiation required by this paragraph shall not apply to these type of dispute
48,Discordapp Terms,binding arbitration except a provided herein if we cannot resolve dispute informally any dispute will be resolved only by binding arbitration to be held in the s state in which you reside for resident outside the united state arbitration shall be initiated in san francisco california discord and you further agree to submit to the personal jurisdiction of any state or federal court in san francisco california to compel arbitration stay proceeding pending arbitration or to confirm modify vacate or enter judgment on the award entered by the arbitrator
49,Discordapp Terms,the arbitration shall be conducted by single arbitrator governed by the rule of jam that are in effect at the time the arbitration is initiated referred to a the jam rule and under the rule set forth in these term if there is conflict between the jam rule and the rule set forth in these term the rule set forth in these term will govern arbitration mean that you waive your right to jury trial you may in arbitration seek any and all remedy otherwise available to you pursuant to your state law
50,Discordapp Terms,to the extent the filing fee for the arbitration exceeds the cost of filing lawsuit discord will pay the additional cost discord shall also bear the cost of any arbitration fee unless the arbitrator find your claim defense or other fee generating activity to be asserted or conducted for an improper purpose or frivolous you are responsible for all other additional cost that you may incur in the arbitration including without limitation attorney fee and expert witness cost unless discord is specifically required to pay such fee under applicable law the decision of the arbitrator will be in writing and binding and conclusive on discord and you and judgment to enforce the decision may be entered by any court of competent jurisdiction discord and you agree that dispositive motion including without limitation motion to dismiss and motion for summary judgment will be allowed in the arbitration the arbitrator must follow these term of service and can award the same damage and relief a court including injunctive or other equitable relief and attorney fee discord and you understand that absent this mandatory arbitration provision discord and you would have the right to sue in court and have jury trial discord and you further understand that in some instance the cost of arbitration could exceed the cost of litigation and that the right to discovery may be more limited in arbitration than in court
51,Discordapp Terms,if discord or your claim is solely for monetary relief of 10 000 or le and doe not include request for any type of equitable remedy the party bringing the claim may choose whether the arbitration of the claim will be conducted through telephonic hearing or by an in person hearing under the jam rule solely based on document submitted to the arbitrator
52,Discordapp Terms,you or discord may choose to pursue claim in small claim court where jurisdiction and venue over you and discord otherwise qualifies for such small claim court and where the claim doe not include request for any type of equitable relief however if you decide to pursue claim in small claim court you agree to still provide discord with advance notice by email to dispute discord com and by s mail to discord inc 444 de haro street 200 san francisco ca 94107
53,Discordapp Terms,opt out right you have the right to opt out and not be bound by the provision requiring arbitration by sending written notice of your decision to opt out to discord by email to arbitration opt out discord com the notice must be sent within 90 day of this term of service taking effect or your account creation on the service if you do not opt out via this method you will be bound to arbitrate dispute in accordance with the term of these paragraph if you opt out of the provision requiring arbitration discord will not be bound by them either if any clause within this arbitration section is found to be illegal or unenforceable that specific clause will be severed from this section and the remainder of it provision will be given full force and effect
54,Discordapp Terms,survival this arbitration section shall survive any termination of your account or the service
55,Discordapp Terms,class waiver this section and the previous section only applies to you if you are united state resident
56,Discordapp Terms,please read this section carefully it may significantly affect your legal right
57,Discordapp Terms,discord and you agree to resolve any dispute in an individual capacity and not on behalf of or a part of any purported class consolidated or representative proceeding
58,Discordapp Terms,the arbitrator cannot combine more than one person or entity claim into single case and cannot preside over any consolidated class or representative proceeding unless we agree otherwise and the arbitrator decision or award in one person or entity case can only impact the person or entity that brought the claim not other discord customer and cannot be used to decide other dispute with other customer
59,Discordapp Terms,if any court or arbitrator determines that the class consolidated representative action waiver set forth in this section is void or unenforceable for any reason or that arbitration can proceed on class consolidated or representative basis then the dispute claim or controversy will not be subject to arbitration and must be litigated in federal court located in san francisco california
60,Discordapp Terms,this class action waiver section shall survive any termination of your account or the service
61,Discordapp Terms,international use export control software available in connection with the service and the transmission of applicable data if any is subject to united state export control no software may be downloaded from the service or otherwise exported or re exported in violation of s export law downloading or using the software is at your sole risk recognizing the global nature of the internet you agree to comply with all local rule and law regarding your use of the service including a it concern online conduct and acceptable content
62,Discordapp Terms,io application the following additional term and condition apply with respect to any app that the company provides to you designed for use on an apple io powered mobile device an io app
63,Discordapp Terms,you acknowledge that these term are between you and discord only and not with apple inc apple your use of the company io app must comply with apple then current app store term of service the company and not apple are solely responsible for our io app and the service and content available thereon you acknowledge that apple ha no obligation to provide maintenance and support service with respect to our io app to the maximum extent permitted by applicable law apple will have no warranty obligation whatsoever with respect to our io app you agree that the company and not apple are responsible for addressing any claim by you or any third party relating to our io app or your possession and or use of our io app you agree that the company and not apple shall be responsible to the extent required by these term for the investigation defense settlement and discharge of any third party intellectual property infringement claim related to our io app or your possession and use of our io app you represent and warrant that you are not located in country that is subject to u government embargo or that ha been designated by the s government a terrorist supporting country and ii you are not listed on any s government list of prohibited or restricted party you agree to comply with all applicable third party term of agreement when using our io app g you must not be in violation of your wireless data service term of agreement when using the io app the party agree that apple and apple subsidiary are third party beneficiary to these term a they relate to your license of the company io app upon your acceptance of these term apple will have the right and will be deemed to have accepted the right to enforce these term against you a they relate to your license of the io app a third party beneficiary thereof general governing law by visiting or using the service you agree that the law of the united state and the state of california without regard to principle of conflict of law and regardless of your location will govern these term and any dispute of any sort that might arise between you and the company
64,Discordapp Terms,any claim or dispute between you and the company that arises out of or is related to the service and is not subject to arbitration shall be decided exclusively by court of competent jurisdiction located in san francisco county california and you hereby consent to and waive all defense of lack of personal jurisdiction and forum non conveniens with respect to venue and jurisdiction in the state and federal court of san francisco county california
65,Discordapp Terms,injunctive and other equitable relief you acknowledge that the right granted and obligation made to the company under these term are of unique and irreplaceable nature the loss of which may result in immediate and irreparable harm to the company for which remedy at law are inadequate the company shall therefore be entitled to seek injunctive or other equitable relief without the obligation to post any bond or surety in the event of any breach or anticipatory breach by you you irrevocably waive all right to seek injunctive or other equitable relief
66,Discordapp Terms,entire agreement these term constitute the entire agreement between you and the company with respect to your use of the service and any other subject matter hereof and cannot be changed or modified by you except a expressly posted on the service by the company you also may be subject to additional term and condition that may apply when you use affiliate or third party service third party content or third party software
67,Discordapp Terms,waiver the failure of the company to exercise or enforce any right or provision of these term shall not constitute waiver of such right or provision and no waiver by either party of any breach or default hereunder shall be deemed to be waiver of any preceding or subsequent breach or default
68,Discordapp Terms,severability if any provision of these term is found by court of competent jurisdiction to be invalid the party nevertheless agree that the court should endeavor to give effect to the party intention a reflected in the provision and the other provision of these term shall remain in full force and effect
69,Discordapp Terms,course of conduct trade practice neither the course of conduct between the party nor trade practice will act to modify these term
70,Discordapp Terms,assignment these term may not be assigned by you without the company prior written consent but are freely assignable by the company subject to the foregoing restriction these term will be binding on inure to and enforceable against the party and their respective successor and assigns
71,Discordapp Terms,documentation of compliance upon the company request you will furnish the company with any documentation substantiation or release necessary to verify your compliance with these term
72,Discordapp Terms,interpretation you agree that these term will not be construed against the company by virtue of having drafted them
73,Discordapp Terms,defense based on electronic form of these term you hereby waive any and all defense you may have based on the electronic form of these term and the lack of signing by the party hereto to execute these term
74,Discordapp Terms,survival you agree that the provision of these term that by their nature should survive termination will survive any termination of these term
75,Discordapp Terms,contact if you have any question about these term please contact privacy discord com
76,Discordapp Terms,discord is made possible through the work of other open source software
77,Discordapp Terms,your place to talkproductdownloadwhy discordinspirationcollegenitrostatuscompanyaboutjobsbrandingnewsroomresourcessupportsafetyblogfeedbackpartnersverificationdevelopersstreamkitopen sourcesecuritypoliciestermsprivacyguidelinesacknowledgementslicensessign up
